url,name,why_visit,description,branch,product_categories,gallery,documents,website,email,phone,address,stand
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.suzhou welly textile co ltd.org-26100c39-419c-486b-952a-ac395d642b73.html,"Suzhou Welly Textile Co., Ltd",Our company was established around 15 years. We are professional to develop and manufacture the type of underwear and sportswear.,"We are the manufacturer of Synthetic Knitting Fabric and Function Fabric. The main products are made from Nylon/Polyester/Supplex/Coolmax/Lycra, etc.",Other,Knit Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'janson@wellytex.com', 'url': 'mailto:janson@wellytex.com'}",86-512-52843008,"No. 45 North Haiyu Road
B2120
Changshu
Jiangsu Sheng
215500
China",441
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.sympatex technologies gmbh.org-41abe43f-7c8a-40b3-be38-c9fd193dc5f2.html,Sympatex Technologies GmbH,Re>Close the loop. Together. Learn more about how the ingredient brand Sympatex uses its collaborative attitude and brand power to turn new ideas into reality!,"More than a membrane: The intelligent Sympatex membrane has been used in clothing, shoes, accessories and technical applications since 1986 and guarantees being 100% waterproof, windproof and breathable - in accordance with the performance standard. With the 100% recyclable, PTFE- and PFA-free membrane, which has been completely climate neutral since 2017, Sympatex already offers laminates with textile waste from the circular economy. Sympatex is working with selected brand partners worldwide to close the textile loop together.",,,[],[],"{'text': '', 'url': ''}","{'text': 'info@sympatex.com', 'url': 'mailto:info@sympatex.com'}",+49 (0) 89 9400 58-0,"Ferginstrasse 7a
Unterfohrung
Munich
Unterföhring
85774
Germany",442
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.tai erh te textiles .org-e7feec41-eb5e-41a8-9e75-d283b4897faf.html,Tai Erh (TE) Textiles,"We specialise in novelty and performance knitted fabrics, we guarantee we have something you've not seen on the market before!","Tai Erh (TE) textiles specialize in circular knit fabrics and garment with productions Taiwan, China and Vietnam",AthleisureBike & RunningCorporate WearFashionFitness & IndoorHealth/MedicalOutdoor SportsTeam SportsWorkwearOther,Fibres / Yarns / InsulationFinishes / TreatmentsFleeceGarmentsKnit Fabrics,"[{'title': 'Digital printed recycled nylon spandex warp knit', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-31bb3156-29b5-4cdd-9766-88bf363e6bd8.digital%20printed%20recycled%20nylon%20spandex%20warp%20knit.pro-30d21739-9c00-4aad-8739-5b83621799bb.html'}, {'title': 'Jacquard knitted with Graphene yarn', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-31bb3156-29b5-4cdd-9766-88bf363e6bd8.jacquard%20knitted%20with%20graphene%20yarn%20.pro-3681656a-dd63-4876-9e7d-8deed7d9d783.html'}, {'title': 'Cotton/ Hemp/ Sorona knitted fabric', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-31bb3156-29b5-4cdd-9766-88bf363e6bd8.cotton%20hemp%20sorona%20knitted%20fabric.pro-c01d058c-918d-42f0-ab4d-8693f506db02.html'}, {'title': 'Textile recycled polyester spandex jersey', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-31bb3156-29b5-4cdd-9766-88bf363e6bd8.textile%20recycled%20polyester%20spandex%20jersey.pro-46e7ba12-e0e8-450b-b703-ffc3ab994dd9.html'}, {'title': 'Ciclo biodegradable poly spandex jersey', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-31bb3156-29b5-4cdd-9766-88bf363e6bd8.ciclo%20biodegradable%20poly%20spandex%20jersey.pro-52345787-e138-42d6-9032-00097e384e32.html'}, {'title': 'C0 DWR yarn knitted fabric', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-31bb3156-29b5-4cdd-9766-88bf363e6bd8.c0%20dwr%20yarn%20knitted%20fabric.pro-c547bde8-ed2e-4851-846d-c7d27fe8c9fd.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-31bb3156-29b5-4cdd-9766-88bf363e6bd8/ce5526cc-ba49-438e-b93f-c82068a22c95.pdf'}, {'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-31bb3156-29b5-4cdd-9766-88bf363e6bd8/bf8b57d1-702d-4938-83fb-f4285720c91f.pdf'}]","{'text': '', 'url': ''}","{'text': 'brian.chuang@taierhtextile.com', 'url': 'mailto:brian.chuang@taierhtextile.com'}",+886 6 2649782,"201 Hsin Hsiao Road
Tainan
70252
Taiwan",309
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.taiwan taffeta fabric co ltd.org-e08708d3-13fe-45d8-bfc4-b91024d7bb73.html,"Taiwan Taffeta Fabric Co., Ltd.","We not only do urban and fashion, but we also do our best on comfort and functionality, we are the best choice for your fabric supplier.",woven fabric/jacquard/ woolen-like fabric/linen-like fabric/ men's wear/lady's wear/polyester/nylon/4-way stretch fabric/recycled fabric/urban/fashion/outdoor/,BagsCorporate WearFashionOutdoor SportsWorkwearOther,Fibres / Yarns / InsulationWoven Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'kj@ttfco.com', 'url': 'mailto:kj@ttfco.com'}",+886-2-2556-8282,"8F 70-1
Hsi-Ning N. Road
Taipei
10342
Taiwan",333
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.taiwan textile federation.org-4c888dde-96cd-4786-9188-02ba9e277cbb.html,Taiwan Textile Federation,"With the advancement, Taiwan's textile industry will enhance its competitiveness, and firmly build up the foundation of sustainability and image of excellence.","The Taiwan Textile Federation (TTF) was founded on November 25, 1975. Over the years, TTF has gradually adapted to meet the needs of the textile industry, expanding its functions to market promotion, product design, fashion information analysis, and analysis of market information. TTF has acquired ISO 9001 certification from the British Standards Institution (BSI) for quality control systems.",Athleisure,Garments,[],[],"{'text': '', 'url': ''}","{'text': 'cccheng@textiles.org.tw', 'url': 'mailto:cccheng@textiles.org.tw'}",+886-2-23417251,"5F, No. 22 AiGuo East Road
Taipei
10092
Taiwan",505
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.takisada-nagoya co ltd.org-0555496f-590c-48d9-9188-0f91e39babfb.html,"Takisada-Nagoya Co., LTD","If NEW IDEA for fabric resourcing is needed, please visit us. We, Takisada-Nagoya Co.,Ltd, are one of biggest fabric supplier from Japan who leads Japanese fashion industrially.","1. Developing innovated fabric to our customers with using our over 300 of contracted mill in all over Asian countries. 2. Giving stock service for over 40,000 SKU for our customers convenience for immediate delivery.",Fashion,Woven Fabrics,"[{'title': '4 new developed category for Function Fabric Fair', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-685268b8-68fa-4334-b87f-c67f2a4d509f.4%20new%20developed%20category%20for%20function%20fabric%20fair%20.pro-505ca60a-b029-4e8a-a0c7-ae892cc4eea5.html'}]",[],"{'text': '', 'url': ''}","{'text': 'ogawa-satoshi@takisada.com', 'url': 'mailto:ogawa-satoshi@takisada.com'}",+81-52-201-0707,"International Trading Division
13-19 2 Chrome Nishiki Naka-ku
Nagoya
Aichi
460-8667
Japan",260
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.teijin frontier co ltd.org-a77789a8-baff-425d-922d-cd9d1d5e39c5.html,"TEIJIN FRONTIER CO., LTD.",,"Teijin Frontier is a company that fuses two differing origin stories—as a manufacturer and as a trading company. We have a dual perspective: remaining committed to creating unprecedented products and services, and staying ahead of global trends to swiftly respond to the needs of the market. Our strength come from the synergy generated by these two perspectives of our hybrid organization; something unparalleled in the textile industry.",Athleisure,Fibres / Yarns / InsulationFleeceGarmentsKnit FabricsWoven Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'inquiry@functionalfabricfair.com', 'url': 'mailto:inquiry@functionalfabricfair.com'}",+81-6-6233-2600　,"Nakanoshima Festival Tower west 30F, 2-4, Nakanoshima 3-shome, Kita-ku,
Osaka
530-8605
Japan",317
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.texfina sa southern textile network stn.org-4a2ec5d2-767c-4d29-bd2b-aa99784a5589.html,Texfina S.A. / Southern Textile Network (STN),We provide full pack package service. Duty Free to the US and Europe.,"STN offers solutions for global apparel and fashion brands. Our team of experts will guide you along the garment design, material selection, and manufacturing process to optimize your decisions and ensure a competitive price. Texfina our strategic partner strives for innovation by perpetually being on the vanguard of new technologies offering high performance recycled and bio biodegradable fabrics as well as dye house processes, specialized finishings, sublimation, film and foil lamination, and fabric bonding with breathable/waterproof membranes.",AthleisureFashionOutdoor Sports,GarmentsKnit Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'famaro@perustn.com', 'url': 'mailto:famaro@perustn.com'}",+ 511 6172525,"Avenida Defensores del Morro 2066
Chorrillos
Lima
15066
Peru",119
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.textiles lafayette sas.org-5fd9d17f-9cd8-443f-9f90-3a6dcc6ec9d3.html,Textiles Lafayette SAS,"Lafayette Sports - High performance fabrics. At lafayette we have a team of scientists, athletes and designers who are experts in sportwear marketing and fashion. Find everything under one roof!","At lafayette we house all of our textile production under one roof. This guarantees good quality control, optimization of resources and reasearch, and the development of new products and technologies at every stage of production. Being vertically integrated asures several benefits such as ; Better quality control, one supplier for everything and no dependency in Yarn Suppliers (We manufacture our own yarn)",Fitness & Indoor,Fibres / Yarns / InsulationGarmentsKnit Fabrics,[],[],"{'text': '', 'url': ''}","{'text': 'ecardona@lafayette.com', 'url': 'mailto:ecardona@lafayette.com'}",1-855-758-0777 / +573057364339,"Calle 15 No 72-95
Bogata
Bogotá DC
Colombia",234
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.texwell textile co ltd.org-781cc73c-cff5-4ea6-a3b5-4d38b05998a0.html,"Texwell Textile Co., LTD","TEXWELL is equipped with a vertical integration manufacturing process from Knitting → Dyeing → Finishing. Reduce cost for customer while the quality still assurance, we are a problem solver.","TEXWELL group owns vertical factories which brings more flexible production and profound technical knowledge for speed and prompt services for clients around the globe. With over 20 years of industry experience, TEXWELL group are expert at developing sports, outdoor and functional fabrics. We persist in maintaining the highest level of quality to meet the demand of our high caliber clients, meanwhile we value sustainable growth and seek innovative practice with new material technologies.",AthleisureOutdoor Sports,Knit Fabrics,"[{'title': 'TG1564', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tg1564.pro-bf11a90b-1e63-4f0e-bc77-5db3ebcf98c3.html'}, {'title': 'TG1604', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tg1604.pro-b9c493e3-09f3-4382-8e10-1f1642377b0a.html'}, {'title': 'TG1580A', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tg1580a.pro-e7e9aca4-1a5d-4f72-b51b-b1b809d2cd09.html'}, {'title': 'TG976-1-A4', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tg976-1-a4.pro-88e292ce-e737-4e05-b72a-015f8761abc3.html'}, {'title': 'TG1281A', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tg1281a.pro-a5a01977-5084-42f5-8e93-ab972dfb8be0.html'}, {'title': 'TG1503', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tg1503.pro-71fb7369-1476-4e94-a7d9-c19f3da9ca27.html'}, {'title': 'TG987', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tg987.pro-268bf673-b416-47d2-9a2d-f7707e1f4da4.html'}, {'title': 'TL862D', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tl862d.pro-ab65503b-fc12-4815-9a70-f919cba443cb.html'}, {'title': 'TL859-1 T-GREENFLEX', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tl859-1%20t-greenflex.pro-d0083c23-1f77-4066-8798-18e2c1c0d7d0.html'}, {'title': 'TL928', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tl928.pro-66df2ac5-5196-4eae-aefa-7ab031d88ee7.html'}, {'title': 'TE1178-5', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.te1178-5.pro-c749d67e-1675-4330-9983-dde8d449ad96.html'}, {'title': 'TE1542', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.te1542.pro-e558b113-560e-4afb-ae18-5ddc4b990faa.html'}, {'title': 'TE1241-1', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.te1241-1.pro-01ea3142-d81f-4426-8297-d2aa833a7e8f.html'}, {'title': 'TE1661', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.te1661.pro-ddcc791c-ebd6-47aa-bf70-85e097c22925.html'}, {'title': 'TL318-1', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tl318-1.pro-44bb445c-ada7-4803-bbca-cbcf45c018aa.html'}, {'title': 'TE1657A', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.te1657a.pro-f6e2fa29-0608-4f99-90f5-85f5d779a647.html'}, {'title': 'TE1188-1', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.te1188-1.pro-1bf454cd-a735-46bc-bcb0-817a59083dea.html'}, {'title': 'TE525-S', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.te525-s.pro-c1d4a84b-5a0f-4060-a55d-872bc181a0be.html'}, {'title': 'TC224-71731', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tc224-71731.pro-e50612b4-463e-4391-850a-52c40a0ba740.html'}, {'title': 'TLA440', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.tla440.pro-69acd969-8d00-4321-99c3-e72a5afa8b8e.html'}, {'title': 'W706-3A', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f.w706-3a.pro-54c8c325-f4de-4d60-b9f5-6dba2731debf.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-b831ca0f-a9d4-4d44-8a00-ad06b1678b8f/feea8b97-4f01-4b8c-ab76-97303b702252.pdf'}]","{'text': '', 'url': ''}","{'text': 'info@texwell-textile.com', 'url': 'mailto:info@texwell-textile.com'}",+886933676591,"No. 56, Gongxi 1st Road
Shengang Township
509
Taiwan",345
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.texxar co ltd.org-93a145f2-f746-489d-8278-1f953b8e838b.html,"Texxar Co., Ltd.","Our range encompasses sports, casual, and fashion fabrics, blending fashion with functionality to cater to lifestyle and athletic customers.","TEXXAR, founded in 1998, specializes in knitted fabric manufacturing. Through ongoing research and development, we've collaborated with renowned brands in the US and Europe, expanding into new markets worldwide.",AthleisureBike & RunningFashionFitness & IndoorOutdoor Sports,Knit Fabrics,"[{'title': 'texxar— Black reflection®', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20black%20reflection.pro-9e73ac7d-3e2b-4478-9605-eddfdf432c9c.html'}, {'title': 'texxar— Thermal A+', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20thermal%20a.pro-ca3dc9df-3e5c-401b-b6c6-a6518f9b1830.html'}, {'title': 'texxar— Cotton Shield', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20%20cotton%20shield.pro-cf308f6a-ba68-4c8b-98b2-f70f17a9c06d.html'}, {'title': 'texxar — Mechanical stretch', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20%20mechanical%20stretch.pro-f1e1a654-e1a4-4e6c-8f5a-eb065f82a318.html'}, {'title': 'texxar— Sublimation printing', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20sublimation%20printing.pro-75b89efc-0cd9-4683-99ea-dffc12ce0404.html'}, {'title': 'texxar— Comfort Tech OTTOMAN', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20comfort%20tech%20ottoman.pro-6b04a96c-cfba-4550-8984-b7469fc78c2d.html'}, {'title': 'texxar— Easy care', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20easy%20care.pro-de7b2129-c7a8-4ad5-b6e3-735f15ee693e.html'}, {'title': 'texxar— Premi-Fit', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20premi-fit.pro-2f1d550b-8f55-449f-b290-170f031a383c.html'}, {'title': 'texxar— Wicking Pathway Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20wicking%20pathway%20jacquard.pro-cdb3ee28-9c23-4edc-8f16-6af0172a9adc.html'}, {'title': 'texxar—Pucker Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxarpucker%20jacquard.pro-20a7c664-e16b-4b08-aa5a-40d7ccb9c7b3.html'}, {'title': 'texxar— Sustainable Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20sustainable%20jacquard.pro-9f36d821-2026-4bfb-800f-fe0f720a412b.html'}, {'title': 'texxar— Side by Side Stretch Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20side%20by%20side%20stretch%20jacquard.pro-faba7815-8028-400e-aa67-6fe7fe8a7db2.html'}, {'title': 'texxar— Two-tone Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20two-tone%20jacquard.pro-db55a78b-9ad6-4621-ab17-d5125e662c8f.html'}, {'title': 'texxar— Thermal Botanical Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20thermal%20%20botanical%20%20jacquard.pro-03075bab-df77-4ca8-bbe3-061ed257a16a.html'}, {'title': 'texxar— Multi-structure Mesh Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20multi-structure%20mesh%20jacquard.pro-7cedfabb-f076-4684-8e0b-72d6aa57979b.html'}, {'title': 'texxar— Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20jacquard.pro-7ca51079-1198-46ad-9cf9-9ac20832eb4d.html'}, {'title': 'texxar— Jacquard Fleece', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.texxar%20jacquard%20fleece.pro-b8e99b49-4480-4196-8097-5ae2792c780e.html'}, {'title': 'texxar—Pucker Jacquard', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3.%20texxarpucker%20jacquard.pro-6b803a00-ea23-4121-97ed-af5f440921db.html'}]","[{'title': 'Download the PDF', 'url': 'https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-7264b53d-f87c-4869-9bd5-5df0cbd0d7c3/7c1906f0-934d-44e0-a9f8-78b3d1cdc956.pdf'}]","{'text': '', 'url': ''}","{'text': 'service@texxar.com.tw', 'url': 'mailto:service@texxar.com.tw'}",+886-2-82271788,"4F-5 No. 258
Liancheng Rd.
New Taipei City
235
Taiwan",113
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.thermore.org-c5389f54-1f87-43ff-b2aa-08e7f785530f.html,Thermore,"Innovation, sustainability, performance and value are hallmarks of the Thermore product line. Come discover what so many customers already know!",Free fiber products/faux down for all your puffers (and they are all post-consumer recycled)! Rolled products in fully sustainable and recycled blends to hit variable price points. Stretch products that REALLY do stretch (and recover). Adaptive warmth too. Products that perform at the highest level and offer excellent value.,AthleisureBike & RunningFashionOutdoor SportsWinter Sports,Fibres / Yarns / Insulation,[],[],"{'text': '', 'url': ''}","{'text': 'joe.digirolamo@thermore.com', 'url': 'mailto:joe.digirolamo@thermore.com'}",206-679-7762,"3221 South Western Blvd
Orchard Park
NY
14127
United States",418
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.tiara textile co ltd.org-b4cade8b-9f9d-415c-ad7c-ad4caf43f4e3.html,Tiara Textile Co. Ltd,"We have our own weaving factory and manufacturing system, providing stable and superior quality and caring for our EARTH as everyone. Adopts green energy thoroughly into our production line.","-Nylon/Stretch for Outdoor and Sports Wear, Hunting wear-Poly/Stretch for Outdoor and Sports Wear, Hunting wear-100% Nylon/Nylon Recycled solid & yarn dyed for Top &Bottom, Outdoor -100% Polyester/Poly Recycled solid & yarn dyed for Shorts, Pants, and Jacket -Paper(sublimation)Print, Rotary Print for Jacket, Pants, Shorts, Shirts - Workwear & Team wear",Outdoor Sports,Woven Fabrics,"[{'title': 'NN40126', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-636a2d3d-b2e7-4d70-be86-00d96ed95cbc.nn40126.pro-78adf7ae-4cfd-4920-bbca-045d8e8e2433.html'}, {'title': 'SP726', 'url': 'https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/product-list/product-details.exh-636a2d3d-b2e7-4d70-be86-00d96ed95cbc.sp726.pro-fd749876-0c97-46a1-ae1b-b15d70271496.html'}]",[],"{'text': '', 'url': ''}","{'text': 'heidi@teyau.com.tw', 'url': 'mailto:heidi@teyau.com.tw'}",+886-2-2559-0078 #200,"3F.,No. 62-5, Xi-Ning N. Rd.
Datong District
Taipei City
10343
Taiwan","116, 118"
https://www.functionalfabricfair.com/new-york/en-us/For-Visitors/exhibitor-list/exhibitor-details.toung loong textile mfg co ltd.org-4e9029c4-458f-4e65-bca0-9cc74d850bb1.html,"Toung Loong Textile Mfg. Co., Ltd",,"Toung Loong Textile MFG., a Taiwanese textile manufacturing company, was established in 1960. We became the first textile company listed on Taiwan OTC in 1996. Toung Loong Textile MFG. has been developed from a sewing thread factory into an international functional textile yarn manufacturing company. Over the years, Toung Loong is always grateful for our partners. Because of your support, we can keep on innovating with confidence.",Athleisure,Fibres / Yarns / Insulation,[],[],"{'text': '', 'url': ''}","{'text': 'ryu@tloong.com.tw', 'url': 'mailto:ryu@tloong.com.tw'}",886229612112,"19 Fl, No 31 San Ming Rd
Sec 2 Pan Chiao City
New Taipei City
220
Taiwan",306
